reportId,productId,serialNo,failureDate,location,failureMode,severity,reportedBy
R300030,P1054,SN400030,2024-10-11,Delhi,overheating,2,customer
R300031,P1033,SN400031,2025-08-19,Hyderabad,brake_shim_wear,3,
R300032,P1027,SN400032,2024-02-01,Delhi,pad_wear,3,customer
R300033,P1008,SN400033,2024-11-10,Indore,,2,customer
R300034,P1048,SN400034,2024-01-02,Indore,pad_wear,4,customer
R300035,P1028,SN400035,2025-08-25,,noise_vibration,3,dealer
R300036,P1044,SN400036,2023-08-10,Lucknow,overheating,4,customer
R300037,P1005,SN400037,2025-11-02,Mumbai,sensor_failure,4,customer
R300038,P1048,SN400038,2025-03-04,Bangalore,brake_shim_wear,5,customer
R300039,P1019,SN400039,2024-02-20,Kolkata,leakage,,dealer
R300040,P1026,SN400040,2025-09-23,Lucknow,,4,dealer
R300041,P1019,SN400041,2024-04-10,Ahmedabad,overheating,4,dealer
R300042,P1038,SN400042,2024-07-04,Village_A,brake_shim_wear,3,customer
R300043,P1038,SN400043,2023-09-28,Hyderabad,sensor_failure,3,
R300044,P1055,SN400044,2024-11-20,Pune,noise_vibration,3,
R300045,P1020,SN400045,2024-03-29,Village_B,overheating,3,customer
R300046,P1001,SN400046,2024-11-12,Kolkata,leakage,4,customer
R300047,P1033,SN400047,2025-05-09,Ahmedabad,noise_vibration,4,dealer
R300048,P1039,SN400048,2025-09-27,,leakage,3,customer
R300049,P1040,SN400049,2023-10-02,Jaipur,leakage,3,customer
R300050,P1053,SN400050,2025-04-08,Village_B,sensor_failure,3,dealer
R300051,P1006,SN400051,2025-02-05,Delhi,overheating,5,dealer
R300052,P1042,SN400052,2025-03-08,Patna,leakage,5,dealer
R300053,P1035,SN400053,2023-08-12,Village_C,pad_wear,2,customer
R300054,P1015,SN400054,2023-11-02,Village_C,pad_wear,5,dealer
R300055,P1043,SN400055,2025-03-15,Pune,sensor_failure,,customer
R300056,P1003,SN400056,2024-09-01,Chennai,,2,customer
R300057,P1008,SN400057,2025-08-16,Pune,leakage,5,dealer
R300058,P1030,SN400058,2024-09-23,Kolkata,noise_vibration,3,customer
R300059,P1001,SN400059,2023-11-07,Indore,leakage,5,customer
R300060,P1025,SN400060,2024-08-22,Kolkata,pad_wear,3,
R300061,P1026,SN400061,2023-06-25,Pune,pad_wear,2,dealer
R300062,P1002,SN400062,2024-08-02,Kolkata,,3,customer
R300063,P1004,SN400063,2024-06-20,Nagpur,pad_wear,4,dealer
R300064,P1039,SN400064,2024-11-07,Village_B,overheating,1,customer
R300065,P1039,SN400065,2024-01-24,Village_B,pad_wear,3,
R300066,P1000,SN400066,2024-01-31,Pune,brake_shim_wear,4,customer
R300067,P1017,SN400067,2025-06-07,Jaipur,pad_wear,2,dealer
R300068,P1015,SN400068,2025-06-15,Patna,,3,customer
R300069,P1025,SN400069,2025-04-20,Nagpur,sensor_failure,3,customer
R300070,P1026,SN400070,2023-10-08,Jaipur,,3,customer
R300071,P1008,SN400071,2023-09-14,Mumbai,brake_shim_wear,,dealer
R300072,P1051,SN400072,2024-12-02,Indore,overheating,3,dealer
R300073,P1057,SN400073,2023-07-30,Village_A,pad_wear,3,dealer
R300074,P1004,SN400074,2025-10-04,Patna,brake_shim_wear,4,
R300075,P1036,SN400075,2023-10-06,Indore,overheating,3,dealer
R300076,P1009,SN400076,2024-07-22,Mumbai,leakage,3,
R300077,P1030,SN400077,2023-08-22,Lucknow,,4,customer
R300078,P1048,SN400078,2023-12-01,Delhi,overheating,4,customer
R300079,P1001,SN400079,2023-08-20,Delhi,overheating,3,dealer
R300080,P1015,SN400080,2024-12-26,Village_B,leakage,4,customer
R300081,P1053,SN400081,2025-01-01,Jaipur,,3,
R300082,P1037,SN400082,2024-12-05,Indore,brake_shim_wear,2,customer
R300083,P1056,SN400083,2025-04-14,Village_B,pad_wear,5,dealer
R300084,P1046,SN400084,2023-09-15,Bangalore,pad_wear,1,customer
R300085,P1011,SN400085,2025-05-04,Chennai,pad_wear,3,customer
R300086,P1037,SN400086,2023-10-30,Jaipur,overheating,3,dealer
R300087,P1048,SN400087,2024-03-20,Mumbai,overheating,4,dealer
R300088,P1011,SN400088,2024-03-12,Indore,sensor_failure,3,dealer
R300089,P1039,SN400089,2025-10-12,Hyderabad,noise_vibration,2,dealer
R300090,P1023,SN400090,2025-06-11,Patna,leakage,,dealer
R300091,P1001,SN400091,2025-01-20,Ahmedabad,pad_wear,4,customer
R300092,P1051,SN400092,2023-10-14,,leakage,4,dealer
R300093,P1021,SN400093,2025-02-17,Delhi,leakage,,customer
R300094,P1012,SN400094,2023-07-22,Chennai,sensor_failure,5,customer
R300095,P1055,SN400095,2024-03-27,Bangalore,sensor_failure,4,customer
R300096,P1008,SN400096,2024-10-14,Village_B,brake_shim_wear,2,customer
R300097,P1047,SN400097,2023-07-04,Nagpur,brake_shim_wear,3,customer
R300098,P1056,SN400098,2024-01-30,Village_B,pad_wear,5,customer
R300099,P1031,SN400099,2025-04-14,Lucknow,leakage,5,customer
R300100,P1017,SN400100,2024-03-28,Patna,brake_shim_wear,2,dealer
R300101,P1002,SN400101,2024-04-23,,noise_vibration,3,dealer
R300102,P1042,SN400102,2024-10-09,Bangalore,brake_shim_wear,2,customer
R300103,P1038,SN400103,2024-05-10,Hyderabad,pad_wear,3,dealer
R300104,P1029,SN400104,2023-11-30,Bangalore,overheating,3,dealer
R300105,P1036,SN400105,2023-10-12,Chennai,leakage,3,customer
R300106,P1036,SN400106,2024-12-17,Village_B,leakage,4,customer
R300107,P1059,SN400107,2023-08-28,Village_C,overheating,,
R300108,P1053,SN400108,2023-11-11,Lucknow,leakage,4,dealer
R300109,P1049,SN400109,2024-08-17,Mumbai,overheating,3,dealer
R300110,P1033,SN400110,2025-04-09,Kolkata,brake_shim_wear,,dealer
R300111,P1010,SN400111,2024-11-05,Jaipur,overheating,5,dealer
R300112,P1002,SN400112,2025-10-01,Pune,overheating,3,customer
R300113,P1047,SN400113,2025-03-21,Mumbai,sensor_failure,5,customer
R300114,P1023,SN400114,2024-06-13,Village_A,leakage,3,dealer
R300115,P1047,SN400115,2023-12-08,Chennai,overheating,5,dealer
R300116,P1012,SN400116,2025-05-09,Village_A,,4,customer
R300117,P1007,SN400117,2025-11-11,Mumbai,sensor_failure,2,dealer
R300118,P1025,SN400118,2024-01-14,Village_B,brake_shim_wear,3,dealer
R300119,P1025,SN400119,2025-09-01,Village_C,leakage,3,dealer
R300120,P1038,SN400120,2025-09-25,Ahmedabad,sensor_failure,,dealer
R300121,P1008,SN400121,2025-06-11,Lucknow,sensor_failure,3,dealer
R300122,P1036,SN400122,2025-09-20,Village_A,noise_vibration,5,dealer
R300123,P1046,SN400123,2024-07-09,Jaipur,pad_wear,4,dealer
R300124,P1027,SN400124,2023-11-26,Bangalore,sensor_failure,4,dealer
R300125,P1008,SN400125,2023-08-17,Mumbai,,4,dealer
R300126,P1005,SN400126,2024-11-29,Delhi,leakage,1,dealer
R300127,P1019,SN400127,2024-07-08,Pune,overheating,2,customer
R300128,P1012,SN400128,2024-05-03,Chennai,pad_wear,3,customer
R300129,P1059,SN400129,2024-07-04,Village_C,pad_wear,4,customer
R300130,P1008,SN400130,2023-12-07,,brake_shim_wear,4,customer
R300131,P1041,SN400131,2023-10-28,Nagpur,brake_shim_wear,4,customer
R300132,P1002,SN400132,2023-12-10,Pune,,5,customer
R300133,P1019,SN400133,2024-06-05,Hyderabad,brake_shim_wear,4,customer
R300134,P1001,SN400134,2025-09-12,Bangalore,overheating,,customer
R300135,P1039,SN400135,2025-08-02,Kolkata,,4,dealer
R300136,P1001,SN400136,2023-12-22,Village_A,overheating,4,dealer
R300137,P1032,SN400137,2025-09-25,Village_B,,4,customer
R300138,P1005,SN400138,2025-07-01,Kolkata,overheating,2,dealer
R300139,P1038,SN400139,2023-08-27,Jaipur,pad_wear,4,customer
R300140,P1027,SN400140,2023-12-15,Hyderabad,sensor_failure,,customer
R300141,P1000,SN400141,2024-05-03,,brake_shim_wear,4,dealer
R300142,P1032,SN400142,2025-01-15,Nagpur,brake_shim_wear,5,customer
R300143,P1051,SN400143,2025-03-26,Patna,leakage,,dealer
R300144,P1057,SN400144,2024-06-23,Village_A,sensor_failure,3,dealer
R300145,P1002,SN400145,2023-10-20,Jaipur,overheating,3,customer
R300146,P1008,SN400146,2025-05-27,Patna,noise_vibration,2,customer
R300147,P1025,SN400147,2024-09-04,Mumbai,noise_vibration,3,customer
R300148,P1027,SN400148,2024-03-30,Hyderabad,overheating,2,dealer
R300149,P1034,SN400149,2024-10-22,Village_B,overheating,4,customer
R300150,P1011,SN400150,2023-12-03,Chennai,brake_shim_wear,5,customer
R300151,P1041,SN400151,2025-03-23,,noise_vibration,4,customer
R300152,P1019,SN400152,2024-11-07,Bangalore,noise_vibration,4,dealer
R300153,P1006,SN400153,2024-02-19,Village_B,pad_wear,2,customer
R300154,P1054,SN400154,2023-07-03,Pune,sensor_failure,,
R300155,P1016,SN400155,2024-04-30,Mumbai,,4,dealer
R300156,P1056,SN400156,2024-09-28,,brake_shim_wear,3,dealer
R300157,P1058,SN400157,2023-08-29,Jaipur,leakage,4,
R300158,P1032,SN400158,2024-01-17,Bangalore,noise_vibration,3,dealer
R300159,P1017,SN400159,2025-04-20,Bangalore,overheating,3,dealer
R300160,P1005,SN400160,2024-02-23,Village_B,noise_vibration,2,customer
R300161,P1025,SN400161,2025-11-03,Jaipur,pad_wear,5,dealer
R300162,P1036,SN400162,2024-04-05,Hyderabad,overheating,4,dealer
R300163,P1045,SN400163,2023-07-04,Indore,sensor_failure,2,customer
R300164,P1032,SN400164,2025-07-31,Delhi,,5,
R300165,P1048,SN400165,2024-09-14,Hyderabad,noise_vibration,3,dealer
R300166,P1054,SN400166,2025-04-10,Bangalore,overheating,4,customer
R300167,P1010,SN400167,2025-02-01,Jaipur,,5,customer
R300168,P1043,SN400168,2025-06-17,Village_A,leakage,2,dealer
R300169,P1046,SN400169,2024-08-18,Hyderabad,pad_wear,3,customer
R300170,P1004,SN400170,2023-08-23,,brake_shim_wear,3,dealer
R300171,P1057,SN400171,2024-03-06,Ahmedabad,pad_wear,3,dealer
R300172,P1058,SN400172,2025-07-10,Ahmedabad,overheating,3,dealer
R300173,P1030,SN400173,2025-05-18,Lucknow,overheating,1,customer
R300174,P1019,SN400174,2025-09-01,Bangalore,pad_wear,2,customer
R300175,P1047,SN400175,2025-04-09,Indore,sensor_failure,4,dealer
R300176,P1005,SN400176,2024-08-10,Village_B,pad_wear,5,customer
R300177,P1018,SN400177,2024-12-19,Village_A,pad_wear,4,dealer
R300178,P1059,SN400178,2025-03-22,,overheating,3,customer
R300179,P1037,SN400179,2025-07-01,Indore,,3,customer
R300180,P1021,SN400180,2025-08-06,Hyderabad,sensor_failure,4,customer
R300181,P1023,SN400181,2024-02-08,Hyderabad,overheating,5,customer
R300182,P1051,SN400182,2024-02-22,Indore,brake_shim_wear,3,
R300183,P1005,SN400183,2024-12-06,Lucknow,brake_shim_wear,3,customer
R300184,P1017,SN400184,2025-10-13,,overheating,3,customer
R300185,P1027,SN400185,2024-08-02,Delhi,sensor_failure,3,customer
R300186,P1049,SN400186,2024-05-30,Delhi,sensor_failure,3,dealer
R300187,P1054,SN400187,2025-04-24,Delhi,pad_wear,,customer
R300188,P1026,SN400188,2024-11-01,,pad_wear,2,dealer
R300189,P1038,SN400189,2025-02-22,Village_A,,3,customer
R300190,P1026,SN400190,2024-06-02,Patna,sensor_failure,3,customer
R300191,P1040,SN400191,2024-07-24,Ahmedabad,,3,customer
R300192,P1019,SN400192,2023-10-30,Chennai,leakage,4,customer
R300193,P1018,SN400193,2024-10-12,Village_A,,3,dealer
R300194,P1058,SN400194,2024-10-22,Hyderabad,brake_shim_wear,3,dealer
R300195,P1046,SN400195,2024-06-14,Jaipur,noise_vibration,3,customer
R300196,P1046,SN400196,2023-12-17,Lucknow,leakage,4,customer
R300197,P1036,SN400197,2024-11-15,Nagpur,sensor_failure,4,dealer
R300198,P1057,SN400198,2024-02-25,Village_A,pad_wear,4,dealer
R300199,P1057,SN400199,2025-01-08,Village_B,noise_vibration,2,customer
R300200,P1016,SN400200,2025-05-12,Lucknow,brake_shim_wear,3,dealer
R300201,P1040,SN400201,2024-01-11,Bangalore,leakage,5,dealer
R300202,P1003,SN400202,2023-11-10,Bangalore,leakage,3,dealer
R300203,P1020,SN400203,2024-07-16,Village_B,overheating,2,
R300204,P1057,SN400204,2024-06-04,Village_C,leakage,1,dealer
R300205,P1027,SN400205,2023-11-10,Village_C,noise_vibration,4,dealer
R300206,P1049,SN400206,2024-06-12,,overheating,3,dealer
R300207,P1028,SN400207,2024-09-06,Village_B,sensor_failure,4,customer
R300208,P1043,SN400208,2023-08-18,Mumbai,sensor_failure,1,customer
R300209,P1007,SN400209,2025-02-26,Kolkata,brake_shim_wear,3,dealer
R300210,P1023,SN400210,2025-09-02,,brake_shim_wear,3,
R300211,P1000,SN400211,2023-09-30,Bangalore,overheating,1,dealer
R300212,P1010,SN400212,2023-11-03,Chennai,brake_shim_wear,,customer
R300213,P1015,SN400213,2025-07-15,Jaipur,sensor_failure,1,dealer
R300214,P1056,SN400214,2025-05-05,Patna,brake_shim_wear,2,dealer
R300215,P1006,SN400215,2024-08-25,Lucknow,noise_vibration,4,customer
R300216,P1041,SN400216,2025-02-21,Delhi,noise_vibration,3,customer
R300217,P1010,SN400217,2023-10-08,,overheating,3,dealer
R300218,P1046,SN400218,2025-02-17,Village_C,leakage,3,customer
R300219,P1027,SN400219,2024-06-20,Kolkata,,2,customer
R300220,P1056,SN400220,2023-12-18,Jaipur,pad_wear,4,customer
R300221,P1038,SN400221,2024-05-16,Bangalore,sensor_failure,5,
R300222,P1056,SN400222,2024-12-26,Jaipur,brake_shim_wear,3,customer
R300223,P1052,SN400223,2023-12-31,Delhi,,3,dealer
R300224,P1016,SN400224,2025-04-08,Lucknow,noise_vibration,5,customer
R300225,P1036,SN400225,2023-07-13,Jaipur,leakage,,dealer
R300226,P1034,SN400226,2023-09-30,Village_C,noise_vibration,3,dealer
R300227,P1009,SN400227,2024-03-18,Ahmedabad,noise_vibration,4,customer
R300228,P1009,SN400228,2024-12-12,Chennai,brake_shim_wear,4,
R300229,P1012,SN400229,2025-08-29,Indore,noise_vibration,1,customer
R300230,P1034,SN400230,2025-01-03,Pune,pad_wear,2,customer
R300231,P1007,SN400231,2025-03-12,Hyderabad,,2,
R300232,P1020,SN400232,2025-08-30,,pad_wear,5,dealer
R300233,P1010,SN400233,2024-12-22,Ahmedabad,overheating,5,customer
R300234,P1034,SN400234,2025-07-28,Chennai,noise_vibration,4,customer
R300235,P1029,SN400235,2024-04-20,Ahmedabad,leakage,3,customer
R300236,P1003,SN400236,2023-08-11,Jaipur,leakage,3,customer
R300237,P1010,SN400237,2024-11-17,Indore,pad_wear,3,customer
R300238,P1054,SN400238,2024-04-09,Mumbai,noise_vibration,2,customer
R300239,P1051,SN400239,2023-07-29,Ahmedabad,brake_shim_wear,3,customer
R300240,P1049,SN400240,2024-02-23,Nagpur,brake_shim_wear,4,
R300241,P1021,SN400241,2025-02-27,Patna,overheating,2,customer
R300242,P1028,SN400242,2025-02-19,Nagpur,pad_wear,,dealer
R300243,P1057,SN400243,2024-06-27,Village_C,pad_wear,3,dealer
R300244,P1044,SN400244,2024-06-28,Nagpur,pad_wear,5,customer
R300245,P1052,SN400245,2025-04-16,Delhi,pad_wear,4,customer
R300246,P1045,SN400246,2024-11-15,Pune,pad_wear,5,customer
R300247,P1036,SN400247,2024-05-19,Nagpur,noise_vibration,2,dealer
R300248,P1022,SN400248,2025-04-27,Hyderabad,noise_vibration,4,
R300249,P1016,SN400249,2024-04-06,Kolkata,sensor_failure,4,customer
R300250,P1033,SN400250,2023-10-23,Mumbai,overheating,3,customer
R300251,P1008,SN400251,2025-08-26,Village_B,,5,dealer
R300252,P1022,SN400252,2023-09-14,Village_B,overheating,3,
R300253,P1003,SN400253,2024-05-18,Lucknow,noise_vibration,5,dealer
R300254,P1016,SN400254,2023-08-16,Mumbai,pad_wear,2,customer
R300255,P1059,SN400255,2025-06-10,Delhi,pad_wear,4,dealer
R300256,P1015,SN400256,2025-07-20,Bangalore,brake_shim_wear,5,
R300257,P1011,SN400257,2025-01-30,Nagpur,overheating,3,
R300258,P1017,SN400258,2023-11-07,,pad_wear,3,dealer
R300259,P1055,SN400259,2025-07-20,Village_A,noise_vibration,4,dealer
R300260,P1018,SN400260,2025-08-24,Pune,pad_wear,3,customer
R300261,P1013,SN400261,2024-08-13,Village_A,sensor_failure,4,dealer
R300262,P1046,SN400262,2023-11-16,Village_C,leakage,3,dealer
R300263,P1034,SN400263,2024-01-06,Kolkata,,3,customer
R300264,P1038,SN400264,2023-11-29,Patna,overheating,5,customer
R300265,P1023,SN400265,2023-08-05,Pune,sensor_failure,5,customer
R300266,P1002,SN400266,2023-07-04,Kolkata,,,customer
R300267,P1004,SN400267,2024-06-08,Jaipur,,,dealer
R300268,P1029,SN400268,2025-07-19,,leakage,5,customer
R300269,P1059,SN400269,2024-05-28,Village_A,,5,customer
R300270,P1041,SN400270,2025-01-18,Patna,noise_vibration,3,customer
R300271,P1046,SN400271,2025-06-10,Mumbai,leakage,2,customer
R300272,P1051,SN400272,2025-09-29,Delhi,overheating,3,customer
R300273,P1007,SN400273,2025-11-02,Nagpur,brake_shim_wear,2,dealer
R300274,P1007,SN400274,2025-02-21,Chennai,leakage,3,customer
R300275,P1044,SN400275,2024-04-13,,overheating,3,customer
R300276,P1057,SN400276,2023-07-18,Delhi,leakage,4,customer
R300277,P1005,SN400277,2025-05-10,Indore,pad_wear,,dealer
R300278,P1003,SN400278,2024-06-15,Delhi,noise_vibration,3,customer
R300279,P1016,SN400279,2025-07-21,Village_B,leakage,1,dealer
R300280,P1036,SN400280,2025-03-16,Pune,pad_wear,3,dealer
R300281,P1019,SN400281,2025-07-24,Ahmedabad,sensor_failure,1,customer
R300282,P1024,SN400282,2025-05-17,Indore,pad_wear,5,customer
R300283,P1029,SN400283,2024-04-27,Hyderabad,leakage,,customer
R300284,P1057,SN400284,2025-10-21,Village_C,noise_vibration,2,dealer
R300285,P1007,SN400285,2025-04-20,Nagpur,leakage,3,dealer
R300286,P1022,SN400286,2024-04-16,Ahmedabad,,5,dealer
R300287,P1021,SN400287,2024-10-25,Kolkata,sensor_failure,4,dealer
R300288,P1025,SN400288,2025-01-25,Patna,pad_wear,5,customer
R300289,P1011,SN400289,2023-10-15,Village_C,noise_vibration,4,dealer
R300290,P1010,SN400290,2023-06-08,Delhi,,3,customer
R300291,P1031,SN400291,2025-07-12,Village_B,pad_wear,4,dealer
R300292,P1033,SN400292,2024-03-21,Village_A,pad_wear,3,dealer
R300293,P1057,SN400293,2024-12-07,Hyderabad,brake_shim_wear,3,dealer
R300294,P1039,SN400294,2025-04-19,Nagpur,sensor_failure,,dealer
R300295,P1030,SN400295,2025-03-26,Lucknow,brake_shim_wear,1,customer
R300296,P1039,SN400296,2024-06-10,,leakage,5,customer
R300297,P1020,SN400297,2025-02-04,Lucknow,pad_wear,2,customer
R300298,P1024,SN400298,2023-06-18,Kolkata,brake_shim_wear,5,dealer
R300299,P1053,SN400299,2025-03-04,Village_A,leakage,3,dealer
R300300,P1059,SN400300,2024-12-12,Village_B,pad_wear,3,
R300301,P1015,SN400301,2024-04-14,Hyderabad,,5,
R300302,P1033,SN400302,2023-07-20,Jaipur,overheating,3,customer
R300303,P1023,SN400303,2023-06-03,Village_B,sensor_failure,5,dealer
R300304,P1021,SN400304,2023-09-03,Village_A,sensor_failure,3,dealer
R300305,P1025,SN400305,2025-09-13,Hyderabad,pad_wear,,customer
R300306,P1016,SN400306,2023-12-27,Indore,sensor_failure,3,customer
R300307,P1055,SN400307,2025-09-27,Patna,sensor_failure,5,customer
R300308,P1051,SN400308,2025-06-24,,noise_vibration,3,dealer
R300309,P1015,SN400309,2024-07-30,Hyderabad,leakage,3,customer
R300310,P1029,SN400310,2023-06-30,Village_A,brake_shim_wear,5,
R300311,P1051,SN400311,2024-08-08,Hyderabad,,1,dealer
R300312,P1021,SN400312,2025-09-11,Bangalore,noise_vibration,2,customer
R300313,P1051,SN400313,2025-01-21,Indore,sensor_failure,2,customer
R300314,P1010,SN400314,2025-05-21,Lucknow,sensor_failure,3,dealer
R300315,P1055,SN400315,2024-05-20,Village_A,pad_wear,3,customer
R300316,P1013,SN400316,2025-11-04,Lucknow,sensor_failure,4,
R300317,P1057,SN400317,2025-06-23,Village_C,noise_vibration,,dealer
R300318,P1004,SN400318,2024-12-26,Bangalore,noise_vibration,4,dealer
R300319,P1031,SN400319,2025-06-08,Ahmedabad,pad_wear,,customer
R300320,P1055,SN400320,2023-12-31,Jaipur,brake_shim_wear,3,dealer
R300321,P1032,SN400321,2023-08-23,Village_B,brake_shim_wear,4,dealer
R300322,P1038,SN400322,2024-10-14,Village_C,sensor_failure,3,dealer
R300323,P1040,SN400323,2024-10-09,Delhi,sensor_failure,4,
R300324,P1011,SN400324,2023-11-24,Delhi,sensor_failure,5,dealer
R300325,P1046,SN400325,2024-04-08,Kolkata,sensor_failure,3,dealer
R300326,P1017,SN400326,2023-09-23,Village_C,sensor_failure,,dealer
R300327,P1057,SN400327,2024-02-17,Patna,,2,dealer
R300328,P1056,SN400328,2023-10-23,Nagpur,sensor_failure,3,dealer
R300329,P1028,SN400329,2024-11-05,Kolkata,pad_wear,,dealer
R300330,P1036,SN400330,2023-07-15,Hyderabad,sensor_failure,4,dealer
R300331,P1045,SN400331,2024-01-31,Village_C,overheating,,dealer
R300332,P1020,SN400332,2023-07-06,Ahmedabad,brake_shim_wear,4,customer
R300333,P1031,SN400333,2023-11-22,Nagpur,,4,dealer
R300334,P1033,SN400334,2024-01-15,Ahmedabad,pad_wear,5,dealer
R300335,P1006,SN400335,2024-07-23,Pune,pad_wear,1,customer
R300336,P1000,SN400336,2025-02-17,Village_C,sensor_failure,3,
R300337,P1010,SN400337,2024-07-18,Pune,brake_shim_wear,2,customer
R300338,P1008,SN400338,2025-03-11,Delhi,overheating,2,dealer
R300339,P1059,SN400339,2025-09-21,Chennai,leakage,1,customer
R300340,P1032,SN400340,2024-03-18,Nagpur,noise_vibration,4,customer
R300341,P1040,SN400341,2025-09-26,Chennai,brake_shim_wear,4,dealer
R300342,P1018,SN400342,2023-07-15,Hyderabad,brake_shim_wear,3,customer
R300343,P1018,SN400343,2024-06-21,Nagpur,brake_shim_wear,3,dealer
R300344,P1055,SN400344,2024-03-19,Lucknow,,3,customer
R300345,P1045,SN400345,2024-08-23,Chennai,,3,dealer
R300346,P1027,SN400346,2024-03-22,Village_C,leakage,4,customer
R300347,P1017,SN400347,2025-04-26,Hyderabad,overheating,4,customer
R300348,P1018,SN400348,2025-01-03,,sensor_failure,1,customer
R300349,P1024,SN400349,2024-04-29,Hyderabad,leakage,3,customer
R300350,P1051,SN400350,2025-05-11,Patna,overheating,3,dealer
R300351,P1037,SN400351,2025-06-26,Nagpur,pad_wear,3,customer
R300352,P1004,SN400352,2024-06-23,Nagpur,brake_shim_wear,5,dealer
R300353,P1042,SN400353,2024-02-12,Ahmedabad,brake_shim_wear,3,customer
R300354,P1027,SN400354,2023-08-18,Ahmedabad,sensor_failure,2,customer
R300355,P1019,SN400355,2025-02-22,Village_C,leakage,3,dealer
R300356,P1026,SN400356,2024-10-12,Village_C,overheating,5,dealer
R300357,P1042,SN400357,2025-06-25,Hyderabad,leakage,,dealer
R300358,P1021,SN400358,2024-02-19,Hyderabad,pad_wear,5,dealer
R300359,P1013,SN400359,2025-10-20,Jaipur,leakage,4,dealer
R300360,P1049,SN400360,2024-09-29,Chennai,,3,customer
R300361,P1051,SN400361,2023-07-15,Village_B,leakage,5,customer
R300362,P1014,SN400362,2024-01-08,,brake_shim_wear,5,dealer
R300363,P1003,SN400363,2024-01-28,Pune,pad_wear,3,customer
R300364,P1040,SN400364,2024-01-01,Ahmedabad,leakage,2,dealer
R300365,P1053,SN400365,2024-05-15,Jaipur,noise_vibration,3,customer
R300366,P1023,SN400366,2025-08-13,,overheating,5,dealer
R300367,P1034,SN400367,2024-11-22,Lucknow,leakage,5,dealer
R300368,P1050,SN400368,2024-11-17,Patna,sensor_failure,3,dealer
R300369,P1002,SN400369,2023-10-04,Hyderabad,,4,dealer
R300370,P1035,SN400370,2023-10-01,Village_C,noise_vibration,3,customer
R300371,P1027,SN400371,2025-08-07,Mumbai,overheating,3,dealer
R300372,P1059,SN400372,2025-07-03,Nagpur,leakage,2,customer
R300373,P1014,SN400373,2023-12-10,Kolkata,sensor_failure,4,dealer
R300374,P1057,SN400374,2024-08-29,Chennai,noise_vibration,1,
R300375,P1051,SN400375,2025-04-22,Jaipur,pad_wear,3,customer
R300376,P1056,SN400376,2025-09-25,Delhi,brake_shim_wear,4,dealer
R300377,P1048,SN400377,2024-01-17,Hyderabad,overheating,2,dealer
R300378,P1010,SN400378,2025-03-25,,brake_shim_wear,4,customer
R300379,P1005,SN400379,2024-04-09,Lucknow,overheating,3,dealer
R300380,P1018,SN400380,2023-09-30,Chennai,brake_shim_wear,5,dealer
R300381,P1040,SN400381,2024-10-20,,sensor_failure,5,dealer
R300382,P1021,SN400382,2024-04-06,Hyderabad,sensor_failure,5,dealer
R300383,P1038,SN400383,2025-07-23,Pune,leakage,3,customer
R300384,P1041,SN400384,2023-07-09,Village_B,overheating,3,dealer
R300385,P1025,SN400385,2023-10-25,Jaipur,brake_shim_wear,2,customer
